9.180638153029241355e-02 4.551264639259956779e-02 4.188659126058276623e-03
9.117233281247259791e-02 1.047741221501181791e-01 9.561249870019524269e-03
9.037394596850481521e-02 1.762349270036407400e-01 1.588666976465489059e-02
9.056733607314310097e-02 2.621829515156450796e-01 2.353415151249183684e-02
9.271867661623295342e-02 3.498465512051556758e-01 3.186026253743711595e-02
1.023456755603351365e-01 5.357340229120708397e-01 5.237986388008600974e-02
1.160674553515031737e-01 6.908860231576261501e-01 7.415821619197698888e-02
1.363902668590849521e-01 8.452094853459926060e-01 1.023138671169857572e-01
1.532450702916105800e-01 9.377241015735753304e-01 1.238868684203290604e-01
1.597539267264293239e-01 9.697365337508915273e-01 1.321133122618984301e-01
1.616834720144639248e-01 9.789879563019955322e-01 1.345502431062317872e-01
1.459636575950542248e-01 9.039082485418592494e-01 1.150028134676190916e-01
1.236520376575733909e-01 7.486631255533341411e-01 8.439564336011004531e-02
1.083149717417269398e-01 5.892838653064836896e-01 6.036087065620113212e-02
9.716333546667189902e-02 4.068998523265222600e-01 3.855612259983356993e-02
9.165017826126888034e-02 2.470778513375870289e-01 2.247421805892755794e-02
8.980728780974558956e-02 1.043749773762097932e-01 9.381584277535623059e-03
9.015569148400479071e-02 -2.877200428175731919e-02 -2.600646097235235349e-03
9.134760610183693952e-02 -1.449921180052869962e-01 -1.323438597302443835e-02
9.210783900323785134e-02 -2.284274981474612443e-01 -2.091360069888385798e-02
9.381921077530792907e-02 -3.434273183725906065e-01 -3.167287160349557817e-02
9.556150190870235650e-02 -4.138100865280189833e-01 -3.852367721819641849e-02
9.498050441470445859e-02 -3.883541583519758977e-01 -3.605876232357323186e-02
9.374991728669110347e-02 -2.969780690019614977e-01 -2.750793320812251752e-02
9.306490397094921430e-02 -1.785222591645290180e-01 -1.657240766975637269e-02
9.250732526266521039e-02 -6.035868057981019774e-02 -5.596144428827718939e-03
9.128462032980788621e-02 1.539456449211349699e-02 1.409146798960006887e-03
8.898593625138230545e-02 2.779579096252927581e-02 2.479659443981536374e-03
8.686618647054070164e-02 5.040668744299940142e-03 4.389664526254684622e-04
8.640030249886959668e-02 -1.342411329573440365e-02 -1.162706739368203927e-03
8.790207793460466656e-02 -3.381829181388119887e-02 -2.979801432316746441e-03
9.027663298197283193e-02 -2.801952897214445015e-02 -2.536065621999255160e-03
9.207211040687837689e-02 -1.359001927943499083e-02 -1.254770265964154667e-03
9.210330318670929828e-02 1.335698268617106776e-02 1.233675426679534419e-03
9.052136422628329071e-02 3.452258992505122248e-02 3.132962977881723066e-03
8.828943710159528613e-02 3.013127317541600125e-02 2.666797173283772578e-03
8.671844576182313746e-02 1.651148969029800351e-02 1.435384558262443920e-03
8.656608119801682821e-02 -1.299332777124563966e-03 -1.127599178636168808e-04
8.774052740109734849e-02 -5.364040073971053715e-03 -4.718528724972792130e-04
8.948334302901282677e-02 4.864760606497317737e-03 4.364789211475664449e-04
9.081584788938817931e-02 1.637604527223355741e-02 1.491238792149050330e-03
