1.218801522447408719e-01 -2.219325090999651195e-01 1.057685435514971628e+00
1.593879959450730244e-01 -2.200630352669356860e-01 1.047266110898142699e+00
1.997536960387621408e-01 -2.175222332850241524e-01 1.035480656500577190e+00
2.388910398187140682e-01 -2.147871028080752254e-01 1.019123224052416621e+00
2.659562074051114999e-01 -2.128596248857993478e-01 1.000701111387399811e+00
2.746352178601747518e-01 -2.118173422118186100e-01 9.806283174907042266e-01
2.658450054263381546e-01 -2.112458819533774845e-01 9.615929390499973195e-01
2.457054381268595211e-01 -2.104840793131037835e-01 9.446579825627883231e-01
2.266647112985542001e-01 -2.090258504709785747e-01 9.278556840629716973e-01
2.154496483766639159e-01 -2.075069543658739635e-01 9.139740184764912900e-01
2.070661929829886172e-01 -2.068982439442929311e-01 9.085032945301989571e-01
1.919671639724577772e-01 -2.075406756108326145e-01 9.143067895528687039e-01
1.553753495443511712e-01 -2.099458586706433594e-01 9.375973888074919937e-01
9.134915584652995857e-02 -2.121036478610093812e-01 9.656515542692907239e-01
1.381255462700036428e-02 -2.138587961778679047e-01 9.922277356321074215e-01
-5.892225030026639748e-02 -2.153356747061371257e-01 1.012014487626388792e+00
-1.162641466418139619e-01 -2.169626898732556486e-01 1.025886989053111709e+00
-1.621434867292222137e-01 -2.185187150115461552e-01 1.035533793690659232e+00
-2.073878715649923876e-01 -2.190639136780535290e-01 1.038992262790941590e+00
-2.570596804717054096e-01 -2.179257655994243092e-01 1.032876200480092876e+00
-3.002070656394555392e-01 -2.155802904922332897e-01 1.019836833290361344e+00
-3.310037760991401123e-01 -2.137610394877841047e-01 1.007328539941060530e+00
-3.336681833929661112e-01 -2.140359095805407508e-01 1.006518661218423816e+00
-3.068542569699810318e-01 -2.163251085499791615e-01 1.015775116753090623e+00
-2.583346055029486221e-01 -2.191214998522005575e-01 1.028326550248139348e+00
-2.009737932884560763e-01 -2.207331880777983757e-01 1.038726389208292300e+00
-1.530456773655180513e-01 -2.203144957093252920e-01 1.044243772330047504e+00
-1.257356013920152005e-01 -2.183943527019193975e-01 1.045442443889448736e+00
-1.185449462938381188e-01 -2.165105026223266005e-01 1.044741043688906190e+00
-1.185739221425800155e-01 -2.160703685329077584e-01 1.044421062423408486e+00
-1.103427110976572395e-01 -2.174854417796537875e-01 1.046033003251058524e+00
-8.776430913436490677e-02 -2.198885344628720706e-01 1.049499215932373053e+00
-5.466808347574767663e-02 -2.219328208125057877e-01 1.054302737386384248e+00
-1.740713856639249796e-02 -2.222664623406387652e-01 1.057614178185880993e+00
1.137280003241825620e-02 -2.210174337564295988e-01 1.059754063509059652e+00
2.552450059091469770e-02 -2.192271474030237088e-01 1.061789530520218960e+00
2.873615572027837795e-02 -2.180383839408885638e-01 1.063909340068880827e+00
3.270796670170480341e-02 -2.180293106581656926e-01 1.065249838671040283e+00
4.594470165247556415e-02 -2.190746387100197812e-01 1.065216535835173950e+00
6.704386425382086179e-02 -2.205345925885990044e-01 1.064126484811612539e+00
9.297010020774125472e-02 -2.214934902838037178e-01 1.061699816919569050e+00
