-1.057353609119292687e-01 -3.146116880322087361e-01 3.283019785322186662e-02
-1.044551952137344475e-01 -3.328210144062719866e-01 3.423788943453021094e-02
-1.052494452493896032e-01 -3.322930145206242636e-01 3.444728424203139655e-02
-1.070073216232396013e-01 -2.900294909913730401e-01 3.070968900951063715e-02
-1.087146443849500571e-01 -2.208445923239150677e-01 2.390406514411239081e-02
-1.087855785507170076e-01 -1.389051699726579769e-01 1.512088045347994257e-02
-1.067984533180475759e-01 -7.069301931592003596e-02 7.572285582224527051e-03
-1.033607060121730786e-01 -2.962062451161388138e-02 3.072099342755167141e-03
-1.000967674756829962e-01 -4.038356713900495554e-02 4.054694635937481674e-03
-9.855756323109515771e-02 -5.179258545308654260e-02 5.118809375307218669e-03
-9.940813161158390532e-02 -6.738214640518830345e-02 6.715299747470641033e-03
-1.018183400224040025e-01 -5.620618396569981162e-02 5.739592614040865855e-03
-1.044230096760621201e-01 -3.895827309182680470e-02 4.081936046532657486e-03
-1.057899720443223474e-01 -1.841786707157223174e-02 1.955613881743908499e-03
-1.054249021270936004e-01 -1.292050166293113797e-02 1.367172738225924016e-03
-1.037103872305395746e-01 -1.731795540129338687e-02 1.802426987055487026e-03
-1.016893082337204657e-01 -3.065359307606133760e-02 3.127431768642742298e-03
-1.004135826482678295e-01 -4.143421289598551299e-02 4.173379253419870656e-03
-1.004278571381842788e-01 -4.648847065732102102e-02 4.682775599007036813e-03
-1.016040998554116892e-01 -5.300402584203902506e-02 5.401452588621143309e-03
-1.031138828212694730e-01 -3.713668923934684146e-02 3.842035699073360986e-03
-1.042099259047684218e-01 -1.809133765710762426e-02 1.892045852366397267e-03
-1.044312286127549033e-01 3.323897555634136580e-02 -3.483205568713275760e-03
-1.039515701119246849e-01 8.249350149920761655e-02 -8.596381505605826465e-03
-1.038056156562876253e-01 1.638855089296834266e-01 -1.699564391572758876e-02
-1.049937613510574796e-01 2.595094919472971662e-01 -2.703493196515689354e-02
-1.082788629037040179e-01 3.617423189825609287e-01 -3.845186174340271823e-02
-1.181828870940897502e-01 5.326086380651912089e-01 -6.021925435264374737e-02
-1.401882268791642128e-01 7.476618089834267122e-01 -9.565418747014461931e-02
-1.615504045891505147e-01 8.759853521633065299e-01 -1.245419985718563272e-01
-1.712053568457165276e-01 9.193901356120437462e-01 -1.366372601522953256e-01
-1.760806540178501689e-01 9.388563989308013058e-01 -1.425889962376309383e-01
-1.648084692729390455e-01 8.866658172749993794e-01 -1.281838056049550700e-01
-1.463997006205020046e-01 7.784012191374881651e-01 -1.031665276905973649e-01
-1.285085187761438874e-01 6.278149331396735144e-01 -7.575607471593820419e-02
-1.161037300913928122e-01 4.707558910399219365e-01 -5.284866402757775611e-02
-1.085205924056847487e-01 3.167532009273660853e-01 -3.392261567457911103e-02
-1.044392944334121553e-01 1.607028457065851346e-01 -1.677099859089390896e-02
-1.031749688162954814e-01 6.654892122933712614e-03 -6.890598792030527050e-04
-1.040018168862448938e-01 -1.346326084333850925e-01 1.400940773271779939e-02
-1.052601904542322525e-01 -2.297524644706591956e-01 2.405587284191544953e-02
